id,lot_area,land_slope,central_air,gr_liv_area,totrms_abvgrd,new_property,saleprice,paved,irregular,cul_de_sac,positive_feature,noisy,years_old,non-living,baseline,condition,floating_village
1789,9158,0,1,1496,7,1,225000,1,0,0,0,0,0,1794.0,224000.0,27,0
1900,8280,0,1,932,4,0,124000,1,1,0,0,0,57,1146.0,141000.0,24,0
677,8544,0,0,1040,6,0,92900,1,0,0,0,0,59,0.0,141000.0,15,0
747,8635,0,1,1072,5,0,126500,1,0,0,0,0,59,1177.0,128000.0,20,0
1038,12735,0,1,864,5,0,111250,1,1,0,0,0,36,1080.0,141000.0,19,0
1763,11000,0,1,2285,8,0,248000,1,0,0,0,0,7,1025.0,300750.0,28,0
1283,7590,0,1,1117,6,0,136870,1,0,0,1,0,45,1117.0,141000.0,24,0
2803,4435,0,1,848,4,0,133000,1,0,0,0,0,3,988.0,200000.0,25,0
1927,10152,0,1,1048,6,0,135000,1,0,0,0,0,51,1260.0,141000.0,22,0
1036,10295,0,1,936,4,0,111900,1,0,0,0,0,39,952.0,141000.0,22,0
1237,7763,0,1,1283,6,0,140000,1,0,0,0,0,28,931.0,141000.0,22,0
1375,17120,0,1,1588,7,0,134432,1,0,0,0,1,49,59.0,225000.0,18,0
1643,13870,0,1,2042,8,1,455000,1,1,0,1,0,0,2208.0,322450.0,29,0
2453,10120,0,1,2526,8,0,290000,1,0,0,0,0,12,1552.0,300750.0,27,0
2129,10820,0,1,1873,7,0,235500,1,1,1,0,0,8,1313.0,200000.0,26,0
2640,9600,0,1,1416,7,0,156500,1,0,0,0,0,2,804.0,120000.0,26,0
2437,8121,0,1,1664,7,0,172400,1,1,0,0,0,6,1093.0,180750.0,25,0
1123,11639,0,1,1428,6,1,182000,1,0,0,0,0,0,1548.0,224000.0,26,1
2398,13758,0,1,1792,6,1,372397,1,1,0,0,0,0,2045.0,317500.0,28,0
1420,9771,0,1,2814,9,0,260000,1,1,0,0,0,6,1373.0,181000.0,26,0
2693,9000,0,0,819,4,0,72000,1,0,0,0,0,56,610.0,102388.0,23,0
1370,10320,0,0,1344,8,0,82375,1,0,0,0,0,58,782.0,102388.0,19,0
392,10448,0,1,2119,7,0,158000,1,1,0,0,0,37,793.0,185000.0,24,0
1351,8635,0,1,1285,6,0,127000,1,0,0,0,0,7,672.0,128000.0,20,0
246,11980,1,1,1433,4,0,270000,1,0,0,0,0,23,1977.0,181000.0,26,0
802,12327,1,1,2132,5,0,316600,1,1,0,0,0,0,1885.0,181000.0,31,0
1404,11512,0,1,1357,5,0,177000,1,1,0,0,0,2,1182.0,125000.0,25,0
803,14684,0,1,2196,7,0,271900,1,1,1,0,0,18,2312.0,181000.0,27,0
1595,2665,0,1,1304,4,0,115000,1,0,0,0,0,32,429.0,92450.0,24,0
1319,5250,0,0,2358,8,0,122000,1,0,0,0,0,21,758.0,120000.0,25,0
2231,18044,0,1,2726,6,0,315000,1,1,1,0,0,21,728.0,199500.0,26,0
2162,9245,0,1,1797,8,0,213500,1,1,0,0,0,1,1136.0,200000.0,26,0
2622,7200,0,1,1040,5,0,109500,1,0,0,0,0,56,0.0,141000.0,20,0
1300,6000,0,1,789,5,0,115000,1,0,0,0,0,58,789.0,120000.0,22,0
2505,3628,0,1,1143,5,0,176400,1,0,0,0,0,2,1334.0,224000.0,26,1
582,9156,0,1,1489,7,0,185750,1,1,0,1,0,41,1489.0,185000.0,26,0
1458,9066,0,1,1852,7,0,230000,1,1,0,0,0,8,1334.0,200000.0,27,0
281,6410,0,1,960,5,0,90000,1,0,0,0,0,52,960.0,125000.0,24,0
2298,7244,0,1,768,5,0,129500,1,0,0,0,0,37,872.0,160000.0,24,0
2580,10152,0,1,1124,6,0,153000,1,0,0,0,0,12,1657.0,141000.0,26,0
568,3000,0,1,1224,4,1,173733,1,0,0,0,0,0,846.0,224000.0,23,1
1807,7500,0,1,1100,6,1,146000,1,0,0,0,0,0,1236.0,181000.0,26,0
129,17360,0,1,1556,6,0,172500,1,0,0,0,1,60,932.0,141000.0,24,0
2294,15957,1,1,1356,6,0,188000,1,1,0,0,0,30,2668.0,160000.0,24,0
1860,9600,0,1,1262,6,0,181500,1,0,0,0,1,31,1560.0,260000.0,28,0
839,10667,0,1,1661,6,0,212000,1,1,1,1,0,13,1018.0,200000.0,27,0
2349,10530,0,1,1857,8,0,188900,1,0,0,1,0,28,1450.0,185000.0,24,0
1903,5000,0,0,666,4,0,64500,1,0,0,0,0,57,718.0,128000.0,18,0
234,17082,1,1,1981,8,0,230000,1,1,1,0,0,18,1557.0,225000.0,25,0
2172,16287,0,1,1351,7,0,122000,1,0,0,0,0,57,1044.0,125000.0,21,0
2588,11050,0,1,1005,6,0,133500,1,0,0,0,0,50,1293.0,141000.0,24,0
1289,10440,0,1,2792,8,0,256000,1,0,0,0,0,58,2537.0,121150.0,25,0
1596,2665,0,1,1475,6,0,129500,1,0,0,0,0,32,668.0,92450.0,24,0
264,10389,0,1,1978,8,0,318000,1,0,0,0,0,7,2191.0,200000.0,27,0
451,9658,0,1,1606,6,0,255900,1,1,0,0,0,3,1888.0,317500.0,26,0
536,7500,0,1,1158,5,0,143500,1,0,0,0,0,5,1208.0,181000.0,26,0
43,14122,0,1,1822,8,0,259000,1,1,0,0,0,4,1941.0,317500.0,27,0
2223,21000,0,1,2259,7,0,217000,1,0,0,0,0,54,2287.0,199500.0,22,0
2009,8737,0,1,1635,6,0,210000,1,1,0,0,0,57,1247.0,128000.0,24,0
394,8750,0,1,1002,5,0,148500,1,1,0,0,0,39,1002.0,141000.0,21,0
1738,8499,0,1,1412,6,1,156932,1,1,0,0,0,0,652.0,180750.0,26,0
1196,11072,0,1,1728,10,0,145000,1,1,0,0,0,43,1728.0,141000.0,20,0
828,6762,0,1,1290,6,0,200000,1,0,0,0,0,2,1450.0,200000.0,26,0
1694,15431,0,1,2046,7,0,450000,1,0,0,0,0,1,2422.0,317500.0,29,0
571,3230,0,1,1471,6,0,172500,1,0,0,0,0,10,753.0,224000.0,22,1
1192,10800,0,1,2614,9,0,240000,1,0,0,0,0,11,1803.0,185000.0,25,0
1806,11143,0,1,2466,8,0,340000,1,1,0,0,0,2,1953.0,224000.0,27,1
962,8925,0,1,1466,7,0,201000,1,1,0,0,0,2,1584.0,220000.0,27,0
2142,10356,0,1,969,5,0,122000,1,0,0,0,0,32,969.0,200000.0,23,0
1648,12299,0,1,1664,7,0,213000,1,0,0,0,0,22,1529.0,185000.0,25,0
618,9900,0,1,1691,5,0,175000,1,0,0,0,1,42,2007.0,141000.0,23,0
2108,6762,0,1,1208,6,1,195400,1,0,0,0,0,0,1367.0,200000.0,26,0
772,11625,0,1,1052,6,0,113500,1,0,0,0,0,42,1267.0,135000.0,23,0
2672,6435,0,1,1577,6,0,140200,1,0,0,0,0,56,972.0,128000.0,22,0
2492,8450,0,1,909,5,0,116000,1,0,0,0,1,38,1037.0,135000.0,23,0
2903,11577,0,1,1838,9,1,359900,1,0,0,0,0,0,2224.0,220000.0,28,0
2783,8340,0,1,1388,6,0,157500,1,1,0,0,0,29,1117.0,200000.0,24,0
786,10708,0,1,1867,7,0,190000,1,1,0,0,0,16,2235.0,225000.0,23,0
740,6911,0,1,1301,5,0,100000,1,0,0,0,1,59,1145.0,128000.0,20,0
2546,8800,0,1,1251,6,0,160000,1,0,0,0,0,42,1367.0,141700.0,24,0
851,10739,0,1,1444,6,0,203000,1,1,0,0,0,8,1615.0,200000.0,26,0
1833,9572,0,1,2810,9,0,302000,1,1,0,0,0,17,1953.0,300750.0,27,0
76,8012,0,1,923,5,0,143000,1,0,0,0,0,30,1003.0,181000.0,23,0
2151,16226,0,1,2452,9,0,267000,1,1,0,0,0,8,1286.0,200000.0,28,0
1880,10899,0,0,1224,8,0,103000,1,1,0,0,0,43,0.0,141000.0,18,0
2907,4500,0,1,1337,5,0,153500,1,0,0,0,0,8,1436.0,160000.0,25,0
1831,16647,0,1,1701,6,0,171000,1,1,1,0,1,26,1390.0,135000.0,21,0
2836,8707,0,0,1669,9,0,107000,1,0,0,0,1,56,1149.0,125000.0,19,0
1955,8300,0,1,952,5,0,128500,1,1,0,0,0,39,952.0,141000.0,25,0
1926,9770,0,1,922,5,0,116000,1,0,0,0,0,50,956.0,141000.0,21,0
2924,17400,1,1,1126,5,0,160000,1,0,0,0,0,29,1462.0,160000.0,21,0
1003,5070,0,1,1280,5,0,180000,1,1,0,0,0,16,1506.0,322450.0,27,0
1667,7920,0,1,914,5,0,133000,1,0,0,0,0,5,1034.0,141000.0,24,0
2905,7020,0,1,1368,8,0,215000,1,0,0,0,0,9,1336.0,160000.0,25,0
921,7500,0,1,1494,7,0,177500,1,1,0,0,0,59,995.0,199500.0,24,0
1780,10612,0,1,1534,7,0,215000,1,0,0,0,0,1,1738.0,224000.0,26,0
746,6120,0,1,1582,6,0,150000,1,0,0,0,0,59,1325.0,128000.0,20,0
254,12376,0,1,3222,11,0,320000,1,0,0,0,0,20,2040.0,181000.0,25,0
606,10004,0,1,1516,6,0,167000,1,0,0,0,0,45,1668.0,141000.0,24,0
2703,8250,0,0,1032,6,0,125000,1,0,0,0,0,56,121.0,125000.0,22,0
1306,12205,0,1,1588,6,0,65000,1,0,0,0,0,16,448.0,120000.0,18,0
2102,11175,0,1,1316,6,1,200141,1,1,0,0,0,0,1336.0,200000.0,26,0
1784,9965,0,1,1528,6,1,235876,1,0,0,0,1,0,1756.0,224000.0,26,0
941,8660,0,0,2168,11,0,123000,1,0,0,0,0,16,1465.0,102388.0,23,0
2699,12375,0,1,1422,7,0,137500,1,0,0,0,1,55,806.0,135000.0,20,0
2127,8070,0,1,990,5,0,123600,1,0,0,0,0,12,990.0,200000.0,24,0
2607,8658,0,1,1324,6,0,160000,1,0,0,0,0,41,1226.0,141000.0,25,0
1754,8063,0,1,1690,7,0,181000,1,0,0,0,0,7,1072.0,180750.0,25,0
1367,8235,0,1,825,4,0,125000,1,1,0,0,1,13,1015.0,120000.0,22,0
580,11700,0,1,1556,8,0,154000,1,0,0,0,0,41,727.0,185000.0,26,0
341,12961,0,1,1797,7,0,231000,1,0,0,0,0,16,1626.0,160000.0,25,0
26,8450,0,1,1056,6,0,142000,1,0,0,0,0,42,1325.0,141000.0,25,0
2667,22950,0,1,3608,12,0,475000,1,1,0,0,1,13,1777.0,120000.0,31,0
2884,5748,1,1,1778,5,1,375000,1,1,0,0,0,0,1902.0,199500.0,27,0
28,10500,0,1,864,5,0,115000,1,0,0,0,0,39,864.0,141000.0,22,0
531,7500,0,1,1221,6,0,185000,1,0,0,0,0,4,1334.0,224000.0,26,1
2189,10042,0,1,865,4,0,108500,1,0,0,0,0,12,744.0,125000.0,24,0
2508,2544,0,1,1223,4,0,147400,1,0,0,0,0,1,766.0,224000.0,24,1
573,3768,0,1,1452,6,0,156000,1,0,0,0,0,10,725.0,224000.0,24,1
1363,10320,0,1,1308,6,0,120000,1,0,0,0,0,30,997.0,102388.0,22,0
487,9734,0,1,1374,7,0,167000,1,1,0,0,0,5,384.0,180750.0,27,0
1083,3182,0,1,1504,7,0,191000,1,0,0,0,0,2,1522.0,192250.0,26,0
1620,8872,0,1,1384,7,0,161500,1,1,0,0,0,10,384.0,180750.0,25,0
1929,12198,0,1,1411,7,0,130000,1,1,0,0,0,32,1564.0,141000.0,23,0
1820,8480,0,1,970,5,0,132500,1,0,0,0,0,44,1186.0,135000.0,21,0
1398,10200,0,1,904,5,0,144000,1,0,0,0,0,38,1007.0,135000.0,26,0
2177,9555,0,1,2233,11,0,141000,1,1,1,0,0,28,0.0,125000.0,23,0
2144,7200,0,1,875,5,0,117000,1,0,0,0,0,1,737.0,200000.0,23,0
2697,6780,0,0,754,5,0,84500,1,0,0,0,0,24,573.0,102388.0,28,0
1403,53227,1,1,1663,6,0,256000,1,1,1,0,0,14,1725.0,225000.0,24,0
596,9100,0,1,925,5,0,117500,1,0,0,0,0,44,925.0,141000.0,23,0
922,9600,0,1,1308,7,0,160000,1,1,0,0,0,59,798.0,199500.0,24,0
2065,14175,1,1,1375,6,0,187000,1,0,0,1,0,9,1240.0,135000.0,23,0
1710,14277,0,1,2385,7,0,350000,1,0,0,0,0,4,1737.0,317500.0,27,0
1034,9000,0,1,1792,8,0,133000,1,0,0,0,0,34,941.0,141000.0,20,0
1057,13693,0,1,2464,9,0,417500,1,0,0,0,0,1,2854.0,317500.0,27,0
470,3635,0,1,1569,7,0,175900,1,0,0,0,0,2,1549.0,192250.0,26,0
819,10933,0,1,1680,8,1,323262,1,0,0,0,0,0,1764.0,200000.0,28,0
2160,8450,0,1,1337,6,0,185000,1,0,0,0,0,4,1376.0,200000.0,26,0
2552,8550,0,1,816,4,0,129800,1,0,0,0,0,56,1084.0,141000.0,28,0
41,12182,0,1,1541,7,1,220000,1,0,0,0,0,5,1611.0,317500.0,26,0
742,6120,0,1,1573,6,0,133000,1,0,0,0,0,14,1058.0,128000.0,23,0
686,10800,0,1,1461,6,0,133500,1,0,0,0,1,13,1036.0,141000.0,19,0
314,12760,0,1,2048,9,0,170000,1,1,0,0,0,34,1958.0,160000.0,22,0
1630,7655,0,1,1642,7,0,168000,1,1,1,0,0,13,1277.0,180750.0,24,0
191,10560,0,1,1470,6,0,140750,1,0,0,0,0,16,738.0,120000.0,25,0
1626,7500,0,1,2299,7,0,204000,1,0,0,0,0,4,1156.0,180750.0,25,0
59,9505,0,1,2035,8,0,222500,1,1,1,0,0,9,1076.0,180750.0,27,0
2632,10205,0,1,999,6,0,134500,1,1,0,0,0,44,1147.0,141000.0,22,0
1835,4379,0,1,1378,6,0,214000,1,1,0,0,0,3,1594.0,224000.0,27,1
2675,7800,0,1,1118,5,0,119900,1,0,0,0,1,56,1064.0,120000.0,22,0
1503,12108,0,0,1440,8,0,118000,1,0,0,0,0,53,1440.0,125000.0,19,0
1963,7000,0,1,1134,6,0,135000,1,0,0,0,0,5,1026.0,141000.0,26,0
1352,13053,0,1,1848,8,0,207000,1,0,0,0,0,8,1053.0,128000.0,24,0
1519,8400,0,1,1694,7,0,136500,1,0,0,0,0,58,1651.0,136200.0,20,0
1305,6000,0,1,901,4,0,107900,1,0,0,0,0,8,901.0,120000.0,23,0
2014,6240,0,1,1409,6,0,126000,1,0,0,0,0,57,1170.0,128000.0,22,0
1,31770,0,1,1656,7,0,215000,1,1,0,0,0,50,1352.0,141000.0,22,0
1052,12474,0,1,2332,9,1,426000,1,0,0,0,0,0,2012.0,317500.0,30,0
622,9600,0,1,1113,5,0,147000,1,0,0,0,0,2,1313.0,141000.0,25,0
913,8574,0,1,1232,6,0,147500,1,0,0,0,0,9,996.0,199500.0,26,0
1058,14418,0,1,1950,7,0,383000,1,1,0,0,0,1,2313.0,317500.0,28,0
2348,10400,0,1,1872,6,0,241500,1,0,0,0,0,18,2081.0,185000.0,25,0
1527,15564,0,1,1264,6,0,147500,1,0,0,0,0,13,1100.0,199900.0,24,0
1011,13543,0,1,2500,9,0,355000,1,1,0,0,0,3,1392.0,322450.0,28,0
1332,6130,0,1,784,5,0,109500,1,0,0,0,0,58,900.0,128000.0,25,0
709,5925,0,0,612,4,0,45000,1,0,0,0,0,59,25.0,120000.0,14,0
209,24090,0,1,2403,10,0,244400,1,0,0,0,0,60,1406.0,225000.0,28,0
619,9600,0,1,1644,7,0,167000,1,0,0,0,0,56,1526.0,141000.0,23,0
2150,8158,0,1,1729,7,0,200000,1,0,0,0,0,5,1309.0,200000.0,26,0
2704,5220,0,1,879,4,0,80000,1,1,0,0,0,56,938.0,136200.0,19,0
2839,8172,0,1,864,5,0,115000,1,0,0,0,0,16,864.0,125000.0,22,0
1242,9000,0,1,1196,6,0,139000,1,0,0,0,0,52,1240.0,141000.0,23,0
2714,7844,0,1,1400,6,0,149500,1,0,0,0,0,28,672.0,135000.0,25,0
799,9084,0,1,1510,7,0,108000,1,0,0,0,1,59,875.0,125000.0,19,0
1260,10800,0,0,1294,7,0,106250,1,0,0,0,0,8,544.0,120000.0,23,0
2107,8556,0,1,1240,5,0,194000,1,0,0,0,0,1,1473.0,200000.0,26,0
2486,9100,0,1,988,6,0,129500,1,0,0,0,1,44,988.0,135000.0,21,0
1911,8668,0,1,1560,8,0,126000,1,0,0,0,0,39,1560.0,141000.0,20,0
896,11767,0,1,1368,6,0,120000,1,0,0,0,0,59,1330.0,125900.0,21,0
272,8400,0,1,1484,7,0,213000,1,0,0,0,0,5,1652.0,200000.0,26,0
2521,3874,0,1,1226,4,0,190000,1,1,0,0,0,26,1437.0,190000.0,25,0
2324,8076,0,1,1169,6,0,183500,1,1,0,0,0,12,1330.0,180750.0,25,0
1953,10090,0,1,1651,6,0,172000,1,1,0,0,0,8,1396.0,141000.0,25,0
887,8877,1,1,816,3,0,100000,1,0,0,0,0,51,816.0,125000.0,22,0
1479,11058,0,1,1564,6,0,218836,1,0,0,0,0,1,1588.0,200000.0,27,0
1317,10800,0,0,1912,7,0,163000,1,0,0,0,0,8,719.0,120000.0,25,0
1750,10936,0,1,1525,6,1,206580,1,1,0,0,0,1,1628.0,180750.0,26,0
2815,8461,0,1,1456,8,1,163990,1,0,0,0,0,0,752.0,200000.0,25,0
2692,7518,0,1,1330,7,0,116500,1,0,0,0,0,2,513.0,102388.0,24,0
1090,8010,0,1,1720,7,0,188000,1,1,0,0,0,5,1026.0,180750.0,27,0
1912,10050,0,1,1280,6,0,175000,1,1,0,0,0,41,973.0,141000.0,24,0
1634,4740,0,1,1179,5,0,182000,1,1,0,0,0,19,1409.0,322450.0,26,0
1974,6978,0,1,960,5,0,103000,1,0,0,0,1,27,966.0,120000.0,22,0
1764,11400,0,1,2633,8,0,466500,1,0,0,0,0,5,3087.0,300750.0,29,0
634,9240,0,1,988,6,0,149500,1,1,0,0,0,11,1144.0,141000.0,26,0
1683,2304,0,1,1055,4,0,142500,1,0,0,0,0,29,1201.0,143000.0,26,0
2199,7223,0,1,1422,6,0,136500,1,0,0,0,0,57,1354.0,199500.0,20,0
2789,3612,0,1,1320,5,0,137000,1,1,0,0,0,12,678.0,137000.0,23,0
1018,12680,0,1,1688,6,0,226500,1,1,0,0,0,20,1864.0,185000.0,27,0
14,10176,0,1,1341,5,0,171500,1,0,0,0,0,20,1492.0,180750.0,25,0
2782,10780,0,1,954,6,0,132500,1,1,0,0,0,30,911.0,200000.0,21,0
2626,8544,0,0,1040,6,0,87500,1,0,0,0,0,56,0.0,141000.0,15,0
1175,10646,0,1,1789,7,0,223000,1,1,0,0,0,7,858.0,224000.0,26,1
1232,8400,0,1,1537,7,0,174000,1,0,0,0,0,3,1355.0,141000.0,27,0
2590,15428,0,1,884,4,0,142000,1,0,0,0,0,15,1079.0,141000.0,25,0
2463,11216,0,1,1489,7,1,232600,1,0,0,0,0,0,1629.0,224000.0,27,1
2358,10140,0,1,1309,5,0,181000,1,0,0,0,0,7,1305.0,185000.0,23,0
2911,3964,0,1,2521,10,0,151400,1,0,0,0,0,33,1690.0,92450.0,23,0
1699,11428,0,1,1634,7,0,250000,1,1,0,0,0,1,1670.0,317500.0,27,0
115,10421,0,1,1714,7,0,196500,1,0,0,0,0,22,1430.0,185500.0,24,0
1998,13500,0,1,2454,8,0,185000,1,0,0,0,0,20,1117.0,120000.0,26,0
589,9000,0,1,1216,5,0,113000,1,0,0,0,1,40,1216.0,185000.0,23,0
1641,8089,0,1,1419,7,1,392000,1,0,0,0,0,0,1559.0,322450.0,28,0
2821,9400,0,1,980,4,0,127500,1,1,1,0,0,31,945.0,125000.0,24,0
1846,2117,0,1,1573,4,0,177000,1,0,0,0,0,7,788.0,224000.0,23,1
1805,10625,0,1,2443,9,0,265000,1,0,0,0,0,3,1478.0,224000.0,26,1
1853,8413,0,1,2362,8,0,312500,1,1,0,0,0,9,1547.0,224000.0,27,1
1321,13500,0,1,2775,9,0,325000,1,0,0,1,1,8,1844.0,120000.0,30,0
564,15676,0,1,2014,6,0,275000,1,1,0,0,0,29,2731.0,260000.0,29,0
1771,9950,0,1,2520,9,0,290000,1,1,0,0,0,12,1541.0,300750.0,26,0
90,15410,0,1,1494,7,0,169000,1,1,1,0,1,8,1690.0,135000.0,26,0
2684,6000,0,1,616,4,0,89000,1,0,0,0,0,56,745.0,128000.0,23,0
13,8402,0,1,1465,7,0,180400,1,1,0,0,0,12,864.0,180750.0,24,0
445,10655,0,1,1629,7,0,284000,1,1,0,0,0,5,3206.0,317500.0,27,0
1914,10150,0,1,912,5,0,114500,1,0,0,0,1,49,912.0,141000.0,23,0
2811,10084,0,1,1552,7,1,212900,1,0,0,0,0,0,1716.0,200000.0,26,0
850,16285,0,1,1430,6,0,187100,1,1,0,0,0,7,1446.0,200000.0,26,0
1844,3230,0,1,1458,5,0,176000,1,0,0,0,0,8,761.0,224000.0,22,1
2225,21579,0,1,1488,7,0,215000,1,1,1,0,0,39,1704.0,199500.0,26,0
1477,8320,0,1,1582,6,0,185900,1,0,0,0,0,4,815.0,200000.0,26,0
399,6960,0,1,864,5,0,120500,1,0,0,0,0,39,960.0,141500.0,20,0
2431,21930,0,1,1838,7,0,192140,1,1,0,0,0,1,872.0,180750.0,25,0
1605,6600,0,1,816,5,0,130500,1,0,0,0,0,0,816.0,160000.0,28,0
897,8405,0,0,1529,9,0,98000,1,0,0,0,0,59,277.0,125000.0,15,0
1426,11778,0,1,2276,7,0,475000,1,0,0,0,0,0,2596.0,200000.0,28,0
2240,8967,0,1,1077,6,0,67000,1,0,0,0,0,57,961.0,102388.0,14,0
1706,10562,0,1,2161,8,1,325624,1,0,0,0,0,0,1880.0,317500.0,27,0
2252,12864,0,1,1409,4,0,245000,1,1,1,0,0,5,1698.0,160000.0,26,0
1136,13695,0,1,1114,6,0,159000,1,0,0,0,1,4,1216.0,181000.0,22,0
1877,10289,0,1,1073,6,0,156000,1,0,0,0,0,42,1073.0,141000.0,24,0
424,15431,0,1,2402,10,0,555000,1,0,0,0,0,1,3336.0,317500.0,29,0
1182,11120,0,1,1232,6,0,162500,1,1,1,0,0,24,1232.0,260000.0,24,0
2750,9069,0,1,1440,8,0,224500,1,0,0,0,0,13,1632.0,181000.0,27,0
1016,47280,0,1,1488,6,0,133000,1,1,0,0,0,58,1668.0,180750.0,24,0
2436,7875,0,1,1509,8,0,180000,1,0,0,0,0,3,858.0,180750.0,26,0
1607,6600,0,1,845,6,0,134500,1,0,0,0,0,3,845.0,160000.0,24,0
2337,13682,0,1,2945,10,1,438780,1,1,1,0,0,0,1639.0,322450.0,30,0
1233,9150,0,1,1431,6,0,165000,1,1,0,0,0,46,1273.0,141000.0,23,0
419,7150,0,1,892,5,0,100000,1,0,0,0,0,42,892.0,141000.0,22,0
633,12285,0,1,1329,5,0,176000,1,1,0,0,0,49,1532.0,141000.0,26,0
2722,17920,0,1,1779,6,0,170000,1,0,0,0,0,32,2493.0,135000.0,21,0
469,3684,0,1,1555,7,0,174000,1,0,0,0,0,2,1536.0,192250.0,26,0
1365,7006,0,1,1236,6,0,127000,1,0,0,0,0,58,768.0,102388.0,22,0
1098,8390,0,1,1651,7,0,185900,1,1,0,0,0,9,934.0,180750.0,27,0
711,5784,0,1,886,4,0,91300,1,0,0,0,1,13,434.0,120000.0,25,0
2808,9135,0,1,1700,7,0,200000,1,0,0,0,0,3,1897.0,200000.0,25,0
1959,10496,0,1,1846,7,0,143000,1,0,0,0,1,57,1040.0,141000.0,26,0
2720,13650,0,1,1920,8,0,172500,1,0,0,0,0,48,1052.0,135000.0,24,0
2170,8308,0,1,1088,4,0,110000,1,0,0,0,0,44,1088.0,125000.0,20,0
603,9450,0,1,1362,6,0,140000,1,1,0,0,0,52,1124.0,141000.0,21,0
2113,9317,0,1,1314,6,0,176432,1,1,0,0,0,1,1336.0,200000.0,24,0
1146,7153,0,1,1294,6,0,179200,1,0,0,0,0,17,1441.0,181000.0,24,0
2105,8814,0,1,1274,6,1,203000,1,0,0,0,0,0,1636.0,200000.0,26,0
1786,9849,0,1,1689,7,1,248328,1,0,0,0,0,0,1745.0,224000.0,27,0
961,14463,0,1,1641,7,0,316500,1,1,0,0,0,1,1736.0,220000.0,28,0
1405,5190,0,1,1079,5,0,125600,1,0,0,0,0,58,705.0,125000.0,24,0
1324,9750,0,1,984,5,0,110000,1,0,0,0,0,49,984.0,120000.0,22,0
1986,6000,0,1,960,5,0,108500,1,0,0,0,0,57,1128.0,120000.0,18,0
307,8712,1,0,1044,4,0,55993,0,0,0,0,0,58,540.0,102442.0,20,0
180,11851,0,1,1633,7,0,129000,1,0,0,0,1,1,1253.0,120000.0,24,0
2896,13811,0,1,1137,5,0,176000,1,1,0,0,0,19,1237.0,220000.0,25,0
668,10143,0,1,1380,6,0,154000,1,0,0,0,0,46,1596.0,141000.0,24,0
1582,18265,0,1,1256,6,0,180000,1,0,0,0,0,22,1538.0,220000.0,25,0
2285,4224,0,1,1142,6,0,134000,1,0,0,0,0,31,1768.0,92450.0,22,0
2079,12615,0,1,2158,7,0,243000,1,0,0,0,0,6,1270.0,125000.0,25,0
2272,14536,0,1,1629,9,0,270000,1,0,0,0,0,4,1868.0,220000.0,27,0
2250,9187,0,1,1080,5,0,134000,1,0,0,0,0,24,1362.0,160000.0,23,0
502,9900,1,1,2646,9,0,260000,1,0,0,0,0,16,1891.0,300750.0,26,0
2166,8333,0,1,1491,7,0,168675,1,0,0,0,0,1,868.0,200000.0,25,0
1622,10147,0,1,1694,7,0,160000,1,1,1,0,0,13,712.0,180750.0,25,0
1299,5914,0,1,1080,5,0,95000,1,0,0,0,0,12,879.0,120000.0,28,0
832,11646,0,1,1422,7,0,173000,1,1,0,0,0,3,768.0,200000.0,25,0
2470,7200,0,1,1301,5,1,187750,1,0,0,0,0,0,1630.0,224000.0,26,1
1017,20544,0,1,2093,7,0,215000,1,1,1,0,0,17,1218.0,185000.0,26,0
1384,9981,0,1,1073,6,0,120000,1,1,0,0,0,41,1163.0,135000.0,23,0
1790,8251,0,1,1506,7,0,249000,1,0,0,0,0,1,1721.0,224000.0,26,0
2530,10140,0,1,1334,7,0,164500,1,0,0,0,0,39,1653.0,185000.0,26,0
2893,8239,0,1,1295,5,0,230000,1,1,0,0,0,20,0.0,280000.0,25,0
2027,5700,0,0,1344,6,0,140000,1,1,0,0,1,17,742.0,120000.0,25,0
683,7200,0,1,732,4,0,118900,1,0,0,0,0,57,800.0,141000.0,22,0
823,9178,0,1,1468,6,0,239900,1,0,0,0,0,1,1802.0,200000.0,27,0
2374,4043,0,1,1069,4,0,146300,1,0,0,0,0,31,1349.0,143000.0,24,0
1594,4224,0,1,1040,6,0,124000,1,0,0,0,0,33,1140.0,92450.0,24,0
2049,11235,0,1,999,6,0,130000,1,0,0,0,0,44,1141.0,135000.0,20,0
1813,8450,0,1,1349,6,0,179000,1,0,0,0,0,6,1524.0,181000.0,26,0
365,11851,0,1,1442,5,0,180500,1,0,0,0,0,19,1966.0,180750.0,26,0
176,4608,0,1,747,4,0,80000,1,0,0,0,1,60,747.0,120000.0,22,0
510,9262,0,1,1578,7,1,287090,1,0,0,0,0,0,1609.0,224000.0,27,0
1326,12702,0,1,882,4,0,97000,1,0,0,0,0,52,45.0,120000.0,20,0
2423,2938,0,1,1511,5,0,246990,1,0,0,0,0,4,1528.0,192250.0,26,0
1631,18160,0,1,1128,6,0,154204,0,0,0,0,0,43,1656.0,180750.0,23,0
1263,11355,0,1,1312,6,0,186000,1,1,0,0,0,7,1760.0,147500.0,28,0
1046,1680,0,1,1302,6,0,111750,1,0,0,0,0,36,630.0,105500.0,20,0
47,14300,1,1,2696,10,0,500000,1,0,0,0,0,6,3216.0,317500.0,28,0
1424,10616,0,1,1356,6,1,177439,1,1,0,0,0,1,752.0,200000.0,27,0
429,11308,0,1,2184,10,0,335000,1,1,0,0,0,1,1206.0,317500.0,28,0
